id,platform,cycle,lat,lon,date
4903180_211,4903180,211,-3.045,-122.7966,2024-08-15
5906089_128,5906089,128,0.1681,-101.1441,2024-08-15
3901276_257,3901276,257,-23.52905,-117.83907,2024-08-15
5905709_221,5905709,221,-9.77264,-166.27969,2024-08-15
3902250_154,3902250,154,-20.05593,-83.74595,2024-08-15
4903754_010,4903754,10,-2.938,-96.961,2024-08-15
3902193_173,3902193,173,-28.16045,-113.13738,2024-08-15
6902918_199,6902918,199,1.4841616666666666,-128.16515666666666,2024-08-15
5905698_223,5905698,223,-6.95694,-137.16634,2024-08-15
4903743_009,4903743,9,28.754,-117.097,2024-08-15
5905261_248,5905261,248,-17.02414,-144.3081,2024-08-15
4903622_106,4903622,106,23.5291,-90.2922,2024-08-15
3902287_065,3902287,65,-12.12044,-104.96358,2024-08-15
3902558_027,3902558,27,23.7917,-113.8859,2024-08-15
5906743_104,5906743,104,7.09078,-173.73061,2024-08-15
5906575_059,5906575,59,-20.6696,-98.7923,2024-08-15
